Time,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/rf_ext/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/div/
729301,2220000.0,267100.0,142100.0,244500.0,119100.0
729303,1030000.0,153400.0,11300.0,266400.0,340500.0
729305,760000.0,136500.0,9700.0,173900.0,322400.0
729337,1910000.0,377500.0,233200.0,136600.0,3300.0
729339,2220000.0,405700.0,244600.0,273500.0,3400.0
729371,1530000.0,261800.0,226700.0,208300.0,4500.0
729483,1290000.0,232700.0,255600.0,266700.0,-200.0
729595,2040000.0,194500.0,304000.0,111700.0,-100.0
729661,1950000.0,177500.0,270200.0,44300.0,3100.0
729831,1980000.0,384400.0,224800.0,211200.0,1400.0
729851,1500000.0,206100.0,96000.0,11600.0,0.0
729895,1610000.0,396500.0,224300.0,122500.0,4300.0
729897,1110000.0,220200.0,183300.0,24500.0,2400.0
729899,1720000.0,381200.0,252900.0,243400.0,-300.0
729901,1000000.0,230000.0,99700.0,201100.0,-200.0
729903,1860000.0,417400.0,269500.0,193200.0,100.0
729913,1690000.0,399800.0,199600.0,191000.0,-200.0
729973,1380000.0,373800.0,185900.0,214400.0,13300.0
730107,1910000.0,290600.0,227000.0,234000.0,35200.0
730109,1700000.0,383700.0,213200.0,175600.0,3100.0
730199,2400000.0,515300.0,197000.0,232300.0,11300.0
730201,2210000.0,268400.0,142700.0,244700.0,118700.0
730203,1020000.0,155100.0,10900.0,254900.0,339700.0
730205,760000.0,139100.0,9300.0,163400.0,322700.0
730239,2180000.0,383900.0,243800.0,267900.0,3400.0
730257,2680000.0,539700.0,228600.0,28800.0,-100.0
730363,2000000.0,229100.0,263200.0,47400.0,3700.0
730407,1540000.0,300300.0,279100.0,335900.0,0.0
730583,1070000.0,239500.0,175500.0,40500.0,-100.0
730619,1100000.0,140700.0,96600.0,42400.0,-600.0
730761,2440000.0,388000.0,199400.0,270800.0,-300.0
730795,1520000.0,328700.0,221600.0,113600.0,4300.0
730797,1080000.0,226300.0,177000.0,23100.0,2500.0
730799,1660000.0,372000.0,251200.0,215700.0,-300.0
730801,960000.0,235800.0,95300.0,163600.0,-200.0
730803,1840000.0,408700.0,267600.0,184000.0,100.0
730813,1680000.0,397900.0,200500.0,191900.0,-200.0
730875,860000.0,186200.0,82600.0,140200.0,12700.0
730891,1260000.0,227700.0,189400.0,35300.0,3700.0
731029,1860000.0,413300.0,288400.0,196000.0,0.0
731099,2400000.0,509400.0,191200.0,223100.0,11300.0
731101,2230000.0,267900.0,137000.0,255600.0,118700.0
731103,1040000.0,162400.0,10900.0,271700.0,339200.0
731105,770000.0,145500.0,9300.0,166400.0,321800.0
731131,2080000.0,343100.0,260000.0,87300.0,3700.0
731139,2210000.0,429300.0,241600.0,273800.0,3400.0
731171,1550000.0,269400.0,219800.0,214800.0,4500.0
731181,940000.0,161800.0,109500.0,223900.0,-100.0
731331,1340000.0,139000.0,182800.0,277100.0,-300.0
731387,1040000.0,227500.0,164100.0,34900.0,-100.0
731509,2020000.0,179700.0,268600.0,45900.0,3100.0
731643,1600000.0,642400.0,260700.0,216000.0,-200.0
731679,1050000.0,340500.0,111600.0,53100.0,-600.0
731695,1550000.0,382000.0,222500.0,116500.0,4300.0
731697,1050000.0,225300.0,180900.0,22000.0,2400.0
731699,1730000.0,381500.0,247800.0,224200.0,-300.0
731701,990000.0,228600.0,97200.0,177400.0,-200.0
731703,1860000.0,420400.0,268200.0,194400.0,100.0
731713,1670000.0,398200.0,199600.0,188800.0,-200.0
731815,1700000.0,363300.0,213900.0,206200.0,3200.0
731899,1480000.0,295000.0,181300.0,101000.0,-400.0
731949,1540000.0,193200.0,220200.0,267900.0,8500.0
731999,2400000.0,516800.0,191900.0,225200.0,11300.0
732001,2190000.0,268500.0,136900.0,243600.0,118900.0
732003,1000000.0,157100.0,11100.0,236800.0,339900.0
732005,760000.0,141800.0,9500.0,166500.0,321500.0
732039,2250000.0,419500.0,250400.0,284000.0,3400.0
732071,1550000.0,270600.0,220600.0,219200.0,4500.0
732099,760000.0,118700.0,61700.0,92600.0,14700.0
732155,1430000.0,330000.0,202100.0,183500.0,600.0
732261,1510000.0,296600.0,278900.0,325300.0,0.0
732411,1000000.0,137800.0,50100.0,308000.0,-100.0
732431,1080000.0,249400.0,166600.0,33800.0,-100.0
732595,1590000.0,389100.0,222300.0,122200.0,4300.0
732597,1090000.0,221200.0,180100.0,22100.0,2500.0
732599,1720000.0,383800.0,250400.0,230900.0,-300.0
732601,980000.0,224700.0,96200.0,179200.0,-200.0
732603,1840000.0,413800.0,267600.0,182600.0,100.0
732613,1700000.0,399100.0,200400.0,192000.0,-200.0
732667,1190000.0,230700.0,198000.0,129900.0,4500.0
732735,2390000.0,199500.0,223100.0,87600.0,-100.0
732867,1330000.0,340600.0,99300.0,166600.0,4800.0
732899,2390000.0,517300.0,191800.0,221700.0,11300.0
732901,2220000.0,270500.0,138000.0,252700.0,118900.0
732903,1030000.0,155800.0,11100.0,255400.0,339000.0
732905,770000.0,138800.0,9500.0,169800.0,321400.0
732923,1500000.0,402100.0,258000.0,207300.0,2700.0
732939,2180000.0,383200.0,244700.0,272800.0,3500.0
732971,1550000.0,267600.0,221900.0,209100.0,4500.0
733017,1350000.0,290500.0,209500.0,189700.0,-100.0
733179,2130000.0,192400.0,305200.0,150700.0,0.0
733185,1410000.0,234800.0,270300.0,294100.0,-300.0
733435,1460000.0,306300.0,203100.0,99200.0,-400.0
733495,1550000.0,319100.0,222400.0,129500.0,4300.0
733497,1110000.0,226300.0,179300.0,23500.0,2400.0
733499,1730000.0,386800.0,248000.0,229400.0,-300.0
733501,1000000.0,229200.0,95200.0,191200.0,-100.0
733503,1850000.0,418100.0,267600.0,187700.0,100.0
733513,1710000.0,394900.0,205100.0,204600.0,-200.0
733515,1780000.0,487600.0,245600.0,206600.0,0.0
733653,2130000.0,424600.0,202400.0,185200.0,4800.0
733691,1060000.0,291200.0,235300.0,99700.0,-100.0
733787,1510000.0,249000.0,181500.0,202500.0,7600.0
733799,2420000.0,517700.0,188200.0,228400.0,11300.0
733801,2220000.0,267100.0,134200.0,251200.0,119000.0
733803,1020000.0,151600.0,10100.0,246900.0,340800.0
733805,770000.0,134900.0,8700.0,163800.0,321900.0
733839,2220000.0,415200.0,243900.0,275500.0,3400.0
733935,1420000.0,239200.0,170200.0,19900.0,-100.0
733947,840000.0,175500.0,87900.0,80300.0,3100.0
734109,1540000.0,301100.0,291100.0,329000.0,0.0
734203,1140000.0,146300.0,95500.0,40000.0,-700.0
734279,730000.0,239900.0,155700.0,35400.0,-100.0
734395,1590000.0,392700.0,224800.0,115400.0,4200.0
734397,1130000.0,224200.0,182400.0,31100.0,2500.0
734399,1690000.0,386500.0,252800.0,232900.0,-300.0
734401,970000.0,226600.0,100200.0,168100.0,-200.0
734403,1870000.0,414600.0,270800.0,181300.0,100.0
734413,1770000.0,395600.0,223100.0,206900.0,-200.0
734435,890000.0,223600.0,135000.0,69000.0,-100.0
734459,1010000.0,230200.0,237100.0,85700.0,-200.0
734571,1650000.0,340700.0,209500.0,182800.0,300.0
734699,2400000.0,515100.0,192900.0,223700.0,11300.0
734701,2230000.0,268700.0,137400.0,273600.0,119000.0
734703,1040000.0,155600.0,11100.0,278300.0,340700.0
734705,770000.0,138200.0,11400.0,165700.0,325400.0
734715,2450000.0,236200.0,291800.0,24300.0,7000.0
734739,2160000.0,399100.0,240800.0,266800.0,3400.0
734771,1530000.0,269000.0,221500.0,206200.0,4500.0
734857,750000.0,198100.0,95500.0,13800.0,-1200.0
734971,1040000.0,230800.0,161700.0,27000.0,-100.0
735033,1350000.0,236800.0,274500.0,280100.0,-200.0
735211,1740000.0,286100.0,243400.0,210400.0,600.0
735227,2410000.0,343200.0,282000.0,205600.0,-300.0
735295,1560000.0,370400.0,229700.0,116200.0,4300.0
735297,1120000.0,220800.0,191300.0,25200.0,2400.0
735299,1740000.0,384100.0,268400.0,245100.0,-300.0
735301,1050000.0,235600.0,99600.0,189000.0,-200.0
735303,1850000.0,424100.0,266300.0,186400.0,-100.0
735313,1680000.0,399400.0,200000.0,192000.0,-200.0
735353,1010000.0,252900.0,168200.0,105400.0,-300.0
735483,1230000.0,190500.0,172700.0,146400.0,-100.0
735489,660000.0,190100.0,99800.0,11900.0,-100.0
735599,2430000.0,525400.0,197400.0,217300.0,13400.0
735601,2190000.0,281400.0,143400.0,239500.0,119300.0
735603,990000.0,155000.0,12400.0,230400.0,339300.0
735605,770000.0,138600.0,9300.0,168600.0,322500.0
735635,1680000.0,361600.0,307300.0,124500.0,-500.0
735639,2190000.0,406400.0,239400.0,282100.0,3400.0
735671,1540000.0,266800.0,220600.0,228400.0,4500.0
735739,1200000.0,242800.0,152900.0,54600.0,2500.0
735781,890000.0,136200.0,38200.0,288300.0,-100.0
735957,1500000.0,301900.0,275900.0,327500.0,0.0
735995,980000.0,135800.0,50300.0,283400.0,-100.0
736129,1990000.0,354000.0,195900.0,258100.0,4300.0
736195,1570000.0,366100.0,224200.0,113500.0,4300.0
736197,1110000.0,225300.0,182500.0,24300.0,2400.0
736199,1670000.0,366000.0,251800.0,245500.0,-300.0
736201,1000000.0,234300.0,97800.0,188400.0,-200.0
736203,1840000.0,407500.0,270500.0,183700.0,100.0
736213,1690000.0,399700.0,200600.0,194000.0,-200.0
736251,1540000.0,323100.0,210000.0,95700.0,400.0
736271,930000.0,181300.0,107600.0,55900.0,6300.0
736407,1910000.0,311300.0,225300.0,235700.0,35200.0
736499,2320000.0,505900.0,191100.0,221400.0,11300.0
736501,2210000.0,267100.0,137900.0,248500.0,118500.0
736503,1020000.0,153900.0,11000.0,259900.0,341700.0
736505,800000.0,138400.0,9300.0,190700.0,321500.0
736507,300000.0,117400.0,5800.0,2700.0,119400.0
736539,2180000.0,385900.0,239700.0,266200.0,3400.0
736555,2370000.0,475800.0,237700.0,183600.0,100.0
736571,1530000.0,259600.0,220100.0,207300.0,4500.0
736703,1570000.0,268400.0,220100.0,261500.0,2900.0
736763,2040000.0,192300.0,294100.0,110000.0,-100.0
736881,1440000.0,234500.0,284000.0,295000.0,-300.0
737019,1930000.0,247400.0,139300.0,301800.0,200.0
737059,2380000.0,334900.0,190500.0,241700.0,-200.0
737095,1560000.0,317300.0,221300.0,122200.0,4300.0
737097,1130000.0,217400.0,180700.0,25000.0,2400.0
737099,1690000.0,345900.0,248600.0,248000.0,-300.0
737101,990000.0,223400.0,96000.0,194400.0,-100.0
737103,1850000.0,410900.0,267700.0,188200.0,100.0
737113,1700000.0,397400.0,199900.0,194800.0,-200.0
737189,560000.0,159500.0,26900.0,157700.0,-300.0
737275,1500000.0,410300.0,185400.0,238300.0,-300.0
737327,1680000.0,446700.0,216900.0,159700.0,200.0
737399,2370000.0,509600.0,191100.0,238200.0,11300.0
737401,2220000.0,272500.0,136800.0,259400.0,119000.0
737403,1010000.0,157300.0,10900.0,238000.0,341200.0
737405,760000.0,141600.0,9300.0,165700.0,322000.0
737439,2230000.0,418700.0,244400.0,266900.0,3500.0
737479,950000.0,183700.0,37700.0,245600.0,-200.0
737531,1090000.0,369000.0,136300.0,291800.0,-100.0
737629,940000.0,141300.0,45800.0,283000.0,-100.0
737787,1130000.0,146000.0,100100.0,38000.0,-600.0
737805,1670000.0,316300.0,285000.0,346700.0,0.0
737977,1460000.0,404700.0,209200.0,91600.0,4400.0
737995,1550000.0,352100.0,221400.0,113500.0,4300.0
737997,1100000.0,225400.0,180300.0,24200.0,2500.0
737999,1660000.0,388800.0,248100.0,218400.0,-300.0
738001,960000.0,233600.0,95900.0,159700.0,-200.0
738003,1850000.0,414300.0,268300.0,184200.0,100.0
738013,1680000.0,397800.0,199600.0,188800.0,-200.0
738043,850000.0,303600.0,132400.0,80900.0,-100.0
738113,1960000.0,274000.0,247300.0,235100.0,2600.0
738247,2390000.0,292700.0,291800.0,85000.0,5300.0
738299,2350000.0,512700.0,197400.0,221800.0,11300.0
738301,2240000.0,272500.0,142000.0,257700.0,119000.0
738303,1020000.0,159500.0,11200.0,255000.0,340600.0
738305,760000.0,142400.0,9500.0,166700.0,321500.0
738339,2190000.0,419400.0,243800.0,265800.0,3400.0
738371,1510000.0,267800.0,220600.0,210500.0,4500.0
738397,720000.0,140600.0,113000.0,37800.0,11700.0
738555,1080000.0,234600.0,168900.0,44700.0,-100.0
738557,1590000.0,262600.0,238500.0,258200.0,3000.0
738729,1410000.0,237100.0,290000.0,260900.0,-300.0
738811,1720000.0,249000.0,242100.0,208900.0,700.0
738895,1510000.0,364800.0,223500.0,116400.0,4200.0
738897,1060000.0,222500.0,179900.0,22100.0,2400.0
738899,1680000.0,379400.0,246900.0,229400.0,-300.0
738901,960000.0,229400.0,96600.0,172200.0,-100.0
738903,1860000.0,410100.0,268100.0,191400.0,100.0
738913,1690000.0,397700.0,200500.0,193600.0,-200.0
739033,1830000.0,345200.0,296700.0,132300.0,-500.0
739067,1310000.0,284900.0,142400.0,214800.0,2400.0
739165,1350000.0,387400.0,108600.0,99900.0,-400.0
739199,2360000.0,516300.0,191100.0,223000.0,11300.0
739201,2200000.0,277300.0,136100.0,245800.0,119000.0
739203,980000.0,157400.0,11100.0,220000.0,340200.0
739205,770000.0,141700.0,9500.0,168100.0,321900.0
739239,2170000.0,405600.0,244000.0,278400.0,3400.0
739271,1550000.0,268900.0,220800.0,215700.0,4500.0
739315,1020000.0,157000.0,103400.0,296700.0,100.0
739323,1020000.0,246800.0,80100.0,162400.0,-200.0
739483,960000.0,136400.0,45200.0,304500.0,-100.0
739579,960000.0,129900.0,49700.0,282600.0,-100.0
739653,1530000.0,287500.0,282000.0,321500.0,0.0
739795,1560000.0,362700.0,221900.0,113500.0,4200.0
739797,1110000.0,224100.0,180100.0,22200.0,2400.0
739799,1710000.0,387300.0,249100.0,233800.0,-300.0
739801,980000.0,225300.0,96200.0,173900.0,-100.0
739803,1850000.0,414900.0,267300.0,182800.0,100.0
739813,1690000.0,399500.0,200400.0,190100.0,-200.0
739835,890000.0,225000.0,137900.0,71100.0,-200.0
739951,2660000.0,382800.0,247100.0,324700.0,4400.0
740085,2140000.0,352700.0,268100.0,297800.0,1400.0
740091,2100000.0,306300.0,140300.0,225400.0,5900.0
740099,2350000.0,519200.0,193900.0,216900.0,11300.0
740101,2220000.0,269800.0,139100.0,254000.0,119400.0
740103,1000000.0,156100.0,10100.0,238200.0,339700.0
740105,770000.0,139700.0,8500.0,171600.0,322400.0
740139,2220000.0,407300.0,244600.0,275500.0,3400.0
740171,1530000.0,255100.0,221800.0,214100.0,4500.0
740233,1180000.0,319500.0,106300.0,16600.0,4600.0
740347,2150000.0,232200.0,297700.0,126000.0,-800.0
740405,1540000.0,263900.0,222400.0,255300.0,2900.0
740577,1350000.0,234000.0,265300.0,288700.0,-300.0
740603,870000.0,171400.0,100600.0,176900.0,-100.0
740695,1520000.0,299200.0,223600.0,129800.0,4200.0
740697,1090000.0,218200.0,179400.0,23800.0,2300.0
740699,1670000.0,346700.0,250100.0,234000.0,-200.0
740701,980000.0,224000.0,95900.0,186000.0,0.0
740703,1820000.0,392700.0,267500.0,187800.0,100.0
740713,1690000.0,387400.0,199300.0,190900.0,-200.0
740733,980000.0,190700.0,215100.0,84200.0,-700.0
740859,1720000.0,536600.0,230000.0,224600.0,2500.0
740869,1410000.0,399300.0,176800.0,144000.0,-400.0
740999,2430000.0,516900.0,196500.0,240600.0,11300.0
741001,2230000.0,270400.0,142000.0,268400.0,118700.0
741003,990000.0,155700.0,10900.0,229900.0,340300.0
741005,770000.0,140800.0,9300.0,165400.0,321500.0
741039,2160000.0,376900.0,244200.0,267300.0,3400.0
741115,1030000.0,159700.0,102000.0,303600.0,100.0
741155,1430000.0,328200.0,209500.0,181000.0,600.0
741331,930000.0,134800.0,48700.0,283100.0,-100.0
741371,1120000.0,147200.0,93900.0,43400.0,-700.0
741509,1580000.0,320600.0,205600.0,71200.0,-800.0
741595,1530000.0,339700.0,223100.0,115300.0,4200.0
741597,1100000.0,221700.0,179400.0,29300.0,2600.0
741599,1700000.0,389500.0,246500.0,244100.0,-200.0
741601,950000.0,227100.0,92100.0,174000.0,-300.0
741603,1850000.0,411400.0,271600.0,182600.0,100.0
741613,1700000.0,394900.0,200500.0,198800.0,-200.0
741627,2580000.0,325700.0,153600.0,213700.0,-400.0
741651,1540000.0,314900.0,212600.0,91200.0,400.0
741787,1060000.0,326200.0,225800.0,129400.0,-100.0
741883,2100000.0,378800.0,276500.0,290600.0,6200.0
741899,2370000.0,517300.0,191900.0,222300.0,11300.0
741901,2220000.0,266100.0,136400.0,264600.0,119600.0
741903,1020000.0,156400.0,11000.0,248800.0,338700.0
741905,770000.0,139800.0,9300.0,167800.0,321500.0
741933,2400000.0,433500.0,250300.0,247400.0,5600.0
741939,2170000.0,390600.0,245200.0,270500.0,3400.0
741971,1530000.0,266000.0,221300.0,210400.0,4500.0
742079,1940000.0,167400.0,276500.0,48100.0,3100.0
742139,570000.0,217700.0,117700.0,18600.0,700.0
742253,1690000.0,267700.0,263400.0,255800.0,3000.0
742395,670000.0,231800.0,133400.0,67600.0,-400.0
742427,2400000.0,344700.0,280700.0,206800.0,-300.0
742495,1520000.0,347600.0,224300.0,117100.0,4300.0
742497,1100000.0,219400.0,183700.0,27400.0,2500.0
742499,1720000.0,366900.0,251300.0,261000.0,-300.0
742501,980000.0,222500.0,101000.0,189100.0,-200.0
742503,1850000.0,420800.0,269500.0,185900.0,100.0
742513,1680000.0,395300.0,199000.0,190600.0,-200.0
742569,1340000.0,160500.0,207600.0,86400.0,200.0
742651,2690000.0,375800.0,246000.0,322800.0,4400.0
742705,1880000.0,279400.0,189500.0,235700.0,21600.0
742799,2400000.0,526300.0,197000.0,225300.0,11400.0
742801,2200000.0,271600.0,141100.0,227900.0,118700.0
742803,1010000.0,155700.0,11100.0,244300.0,339700.0
742805,770000.0,139700.0,9500.0,168400.0,322500.0
742839,2210000.0,387300.0,247600.0,287600.0,3400.0
742853,1640000.0,491900.0,153600.0,205000.0,0.0
742871,1560000.0,264000.0,223900.0,228700.0,4600.0
742907,1310000.0,243900.0,206500.0,61200.0,-100.0
743001,1020000.0,240500.0,152700.0,28000.0,-100.0
743163,940000.0,135300.0,48700.0,276300.0,-100.0
743179,950000.0,134700.0,50700.0,281300.0,-100.0
743357,1740000.0,272100.0,79200.0,30300.0,-300.0
743395,1600000.0,378700.0,223000.0,113800.0,4300.0
743397,1120000.0,224300.0,179300.0,24700.0,2500.0
743399,1720000.0,378000.0,248500.0,255800.0,-300.0
743401,980000.0,227600.0,95900.0,190900.0,-200.0
743403,1850000.0,418900.0,267400.0,181400.0,100.0
743413,1690000.0,391900.0,199700.0,194900.0,-200.0
743419,1640000.0,487500.0,214300.0,171900.0,-100.0
743487,1690000.0,258500.0,198800.0,287500.0,-100.0
743623,1310000.0,222400.0,211600.0,241700.0,-100.0
743675,1450000.0,260400.0,217700.0,117400.0,-100.0
743699,2360000.0,509500.0,191900.0,219700.0,11300.0
743701,2220000.0,272600.0,136800.0,236900.0,119300.0
743703,1030000.0,159700.0,10900.0,261900.0,337400.0
743705,780000.0,143100.0,9300.0,173600.0,323100.0
743739,2230000.0,415800.0,241900.0,267200.0,3400.0
743771,1550000.0,268100.0,220600.0,214000.0,4500.0
743777,2180000.0,239900.0,187000.0,205100.0,-100.0
743927,2020000.0,173400.0,273400.0,63500.0,3200.0
743931,1340000.0,139700.0,181100.0,279200.0,-300.0
744101,1650000.0,265500.0,228600.0,252000.0,2900.0
744187,2390000.0,338600.0,276700.0,25400.0,3600.0
744275,1700000.0,400700.0,229300.0,141400.0,298600.0
744295,1570000.0,353800.0,222900.0,122200.0,4300.0
744297,1120000.0,218100.0,179900.0,25000.0,2400.0
744299,1740000.0,374600.0,247400.0,260000.0,-300.0
744301,990000.0,221300.0,95800.0,202000.0,-200.0
744303,1850000.0,411600.0,267900.0,191300.0,100.0
744313,1700000.0,391600.0,200400.0,203500.0,-200.0
744411,1840000.0,227600.0,190100.0,304600.0,3900.0
744443,1050000.0,238000.0,110400.0,64700.0,900.0
744545,2130000.0,253400.0,176200.0,106800.0,-400.0
744599,2380000.0,504700.0,196700.0,228700.0,11300.0
744601,2200000.0,270800.0,141200.0,233800.0,118700.0
744603,1020000.0,159600.0,10900.0,248700.0,340200.0
744605,760000.0,143500.0,9300.0,164700.0,321400.0
744639,2190000.0,396100.0,244500.0,266400.0,3400.0
744695,790000.0,92900.0,58200.0,196600.0,10700.0
744699,760000.0,118000.0,61500.0,94600.0,14700.0
744855,1000000.0,223200.0,157200.0,36300.0,-100.0
744955,1090000.0,146300.0,93800.0,40200.0,-700.0
745027,950000.0,129000.0,57500.0,280800.0,-100.0
745193,1620000.0,432900.0,231500.0,151600.0,-400.0
745195,1610000.0,396600.0,224000.0,113400.0,4300.0
745197,1110000.0,217400.0,180900.0,24500.0,2500.0
745199,1670000.0,366400.0,251800.0,229700.0,-300.0
745201,960000.0,221500.0,98600.0,166900.0,-200.0
745203,1850000.0,401400.0,270700.0,184500.0,100.0
745211,2500000.0,365100.0,222000.0,190500.0,100.0
745213,1740000.0,390500.0,207900.0,194500.0,-200.0
745331,1870000.0,320500.0,312200.0,193500.0,400.0
745463,1730000.0,483900.0,221400.0,132100.0,200.0
745467,1320000.0,334100.0,100600.0,167300.0,4400.0
745499,2380000.0,526300.0,198100.0,222100.0,11300.0
745501,2230000.0,266300.0,143500.0,245200.0,119300.0
745503,1040000.0,151300.0,14500.0,266500.0,339800.0
745505,780000.0,133800.0,13400.0,166900.0,321900.0
745539,2150000.0,366700.0,243700.0,263900.0,3400.0
745571,1540000.0,262800.0,222900.0,206600.0,4500.0
745613,2220000.0,358000.0,122300.0,128400.0,-500.0
745723,1520000.0,309800.0,275300.0,321000.0,0.0
745781,1980000.0,177800.0,281600.0,46800.0,3100.0
745979,740000.0,251300.0,154500.0,26500.0,-100.0
746095,1530000.0,344800.0,226200.0,115900.0,4300.0
746097,1090000.0,217800.0,184000.0,22200.0,2400.0
746099,1730000.0,374500.0,257700.0,240500.0,-300.0
746101,1010000.0,221600.0,110400.0,180600.0,-200.0
746103,1900000.0,410700.0,286300.0,199800.0,100.0
746111,2440000.0,359000.0,217300.0,198800.0,100.0
746113,1680000.0,394500.0,200000.0,192100.0,-200.0
746235,2390000.0,208800.0,223500.0,83900.0,-100.0
746249,2670000.0,321900.0,270000.0,171400.0,0.0
746383,2110000.0,386000.0,275800.0,290600.0,6200.0
746399,2410000.0,524200.0,190200.0,223300.0,10800.0
746401,2210000.0,269200.0,134900.0,232500.0,156800.0
746403,1000000.0,149500.0,10100.0,232300.0,344100.0
746405,760000.0,133600.0,8500.0,167100.0,317900.0
746439,2190000.0,405200.0,242900.0,278400.0,3400.0
746471,1550000.0,266300.0,217800.0,221900.0,4500.0
746491,1320000.0,63100.0,49500.0,80400.0,0.0
746531,1100000.0,385600.0,135000.0,289600.0,-100.0
746703,1060000.0,248400.0,167400.0,32400.0,-100.0
746747,960000.0,135900.0,51200.0,294800.0,-100.0
746875,940000.0,133900.0,43400.0,295400.0,-100.0
746995,1610000.0,405500.0,219600.0,114300.0,4200.0
746997,1100000.0,228000.0,176800.0,23800.0,2500.0
746999,1740000.0,391800.0,247700.0,253400.0,-300.0
747001,990000.0,230400.0,95400.0,189100.0,-200.0
747003,1860000.0,417500.0,267000.0,182000.0,100.0
747013,1690000.0,400700.0,200500.0,188500.0,-200.0
747031,1280000.0,279400.0,192900.0,199300.0,700.0
747167,1310000.0,287500.0,142800.0,217100.0,2400.0
747259,2190000.0,423400.0,225400.0,161500.0,4800.0
747299,2350000.0,514200.0,191900.0,227200.0,11300.0
747301,2200000.0,266700.0,137000.0,244500.0,119300.0
747303,1010000.0,154000.0,11100.0,249500.0,339000.0
747305,770000.0,137800.0,9500.0,171000.0,322500.0
747339,2180000.0,378500.0,244200.0,276600.0,3500.0
747371,1550000.0,268900.0,221400.0,212200.0,4600.0
747453,920000.0,293300.0,117800.0,79300.0,-100.0
747515,1380000.0,231100.0,260000.0,284100.0,-300.0
747771,2120000.0,204000.0,290400.0,136200.0,0.0
747807,1810000.0,424600.0,218900.0,60400.0,1300.0
747895,1640000.0,400700.0,222200.0,135700.0,4300.0
747897,1120000.0,217600.0,179800.0,31700.0,2400.0
747899,1740000.0,376400.0,248000.0,246100.0,-300.0
747901,1000000.0,221800.0,96500.0,191800.0,-100.0
747903,1850000.0,410100.0,268000.0,188700.0,100.0
747913,1680000.0,398000.0,199600.0,194700.0,-200.0
747949,1310000.0,262700.0,204000.0,125400.0,-100.0
748027,1280000.0,215400.0,204500.0,172000.0,100.0
748085,1180000.0,374500.0,189700.0,67900.0,-100.0
748199,2390000.0,517300.0,190900.0,227300.0,11300.0
748201,2200000.0,272600.0,137200.0,242700.0,119400.0
748203,1010000.0,159600.0,10900.0,242400.0,338900.0
748205,760000.0,142900.0,9300.0,164500.0,321700.0
748231,2060000.0,371900.0,259100.0,93000.0,3700.0
748239,2230000.0,411000.0,243900.0,272200.0,3500.0
748283,640000.0,139700.0,46800.0,70700.0,-100.0
748375,1500000.0,297200.0,276300.0,333300.0,0.0
748539,1100000.0,143100.0,92700.0,41800.0,-700.0
748551,1030000.0,237100.0,161100.0,35400.0,-100.0
748725,2420000.0,403000.0,222700.0,146400.0,-400.0
748795,1560000.0,355000.0,223700.0,117300.0,4300.0
748797,1120000.0,222400.0,182800.0,33500.0,2500.0
748799,1700000.0,383500.0,252600.0,252500.0,-300.0
748801,970000.0,231700.0,100000.0,170900.0,-200.0
748803,1840000.0,415100.0,268900.0,181500.0,100.0
748813,1710000.0,402100.0,200200.0,198400.0,-200.0
748867,1180000.0,224900.0,197900.0,128900.0,4500.0
749003,1820000.0,255800.0,279800.0,319800.0,-300.0
749051,2120000.0,372200.0,273200.0,294100.0,6200.0
749099,2420000.0,526300.0,191800.0,221100.0,11400.0
749101,2220000.0,268100.0,136800.0,256500.0,118700.0
749103,1030000.0,155400.0,11100.0,261400.0,341000.0
749105,770000.0,138500.0,9500.0,166200.0,321900.0
749139,2180000.0,385000.0,239500.0,269300.0,3500.0
749151,1800000.0,530600.0,234000.0,132200.0,-400.0
749171,1540000.0,266900.0,220600.0,208600.0,4500.0
749299,1370000.0,249200.0,264200.0,265600.0,-300.0
749307,1600000.0,311200.0,275600.0,333600.0,0.0
749563,1050000.0,238800.0,159800.0,31700.0,-100.0
749643,1560000.0,591200.0,264800.0,216300.0,-200.0
749695,1590000.0,402200.0,222100.0,117000.0,4300.0
749697,1110000.0,226200.0,180800.0,26000.0,2400.0
749699,1720000.0,388400.0,246500.0,263300.0,-300.0
749701,980000.0,228700.0,96400.0,184900.0,-200.0
749703,1850000.0,418700.0,267200.0,185600.0,100.0
749713,1680000.0,395800.0,200300.0,191100.0,-200.0
749785,1610000.0,275000.0,178800.0,64200.0,-100.0
749819,1530000.0,389000.0,191400.0,123100.0,-1200.0
749921,1680000.0,326600.0,176000.0,66900.0,4600.0
749999,2420000.0,517800.0,191600.0,222300.0,11400.0
750001,2220000.0,275400.0,137300.0,254800.0,118700.0
750003,1010000.0,160400.0,11100.0,245600.0,341200.0
750005,760000.0,144100.0,9500.0,167500.0,323300.0
750039,2200000.0,411800.0,238400.0,283300.0,3400.0
750071,1580000.0,262200.0,221200.0,251200.0,4500.0
750075,2240000.0,300700.0,244700.0,133900.0,-200.0
750223,1520000.0,302500.0,284000.0,320800.0,0.0
